item	nominal	currency	maturity	period	interest_rate	interest_currency
96	22200000	EUR	15	5	-0.38	USD
96	22200000	EUR	15	6	-0.52	USD
96	22200000	EUR	15	7	-0.69	USD
96	22200000	EUR	15	8	-0.8	USD
96	22200000	EUR	15	9	-0.93	USD
96	22200000	EUR	15	10	-1.11	USD
96	22200000	EUR	15	1	0.53	EUR
96	22200000	EUR	15	2	0.55	EUR
96	22200000	EUR	15	3	0.7	EUR
96	22200000	EUR	15	4	0.74	EUR
96	22200000	EUR	15	5	0.88	EUR
96	22200000	EUR	15	6	0.15	EUR
96	22200000	EUR	15	7	1.13	EUR
96	22200000	EUR	15	8	1.35	EUR
96	22200000	EUR	15	9	1.57	EUR
96	22200000	EUR	15	10	1.74	EUR
97	17500000	USD	7	1	0.28	USD
97	17500000	USD	7	2	0.13	USD
97	17500000	USD	7	3	0.02	USD
97	17500000	USD	7	4	-0.19	USD
97	17500000	USD	7	5	-0.38	USD
97	17500000	USD	7	6	-0.52	USD
97	17500000	USD	7	7	-0.69	USD
97	17500000	USD	7	8	-0.8	USD
97	17500000	USD	7	9	-0.93	USD
97	17500000	USD	7	10	-1.11	USD
97	17500000	USD	7	1	0.53	EUR
97	17500000	USD	7	2	0.55	EUR
97	17500000	USD	7	3	0.7	EUR
97	17500000	USD	7	4	0.74	EUR
97	17500000	USD	7	5	0.88	EUR
97	17500000	USD	7	6	0.15	EUR
97	17500000	USD	7	7	1.13	EUR
97	17500000	USD	7	8	1.35	EUR
97	17500000	USD	7	9	1.57	EUR
97	17500000	USD	7	10	1.74	EUR
98	14100000	EUR	12	1	0.28	USD
98	14100000	EUR	12	2	0.13	USD
98	14100000	EUR	12	3	0.02	USD
98	14100000	EUR	12	4	-0.19	USD
98	14100000	EUR	12	5	-0.38	USD
98	14100000	EUR	12	6	-0.52	USD
98	14100000	EUR	12	7	-0.69	USD
98	14100000	EUR	12	8	-0.8	USD
98	14100000	EUR	12	9	-0.93	USD
98	14100000	EUR	12	10	-1.11	USD
98	14100000	EUR	12	1	0.53	EUR
98	14100000	EUR	12	2	0.55	EUR
98	14100000	EUR	12	3	0.7	EUR
98	14100000	EUR	12	4	0.74	EUR
98	14100000	EUR	12	5	0.88	EUR
98	14100000	EUR	12	6	0.15	EUR
98	14100000	EUR	12	7	1.13	EUR
98	14100000	EUR	12	8	1.35	EUR
98	14100000	EUR	12	9	1.57	EUR
98	14100000	EUR	12	10	1.74	EUR
99	-10400000	USD	14	1	0.28	USD
99	-10400000	USD	14	2	0.13	USD
99	-10400000	USD	14	3	0.02	USD
99	-10400000	USD	14	4	-0.19	USD
99	-10400000	USD	14	5	-0.38	USD
99	-10400000	USD	14	6	-0.52	USD
99	-10400000	USD	14	7	-0.69	USD
99	-10400000	USD	14	8	-0.8	USD
99	-10400000	USD	14	9	-0.93	USD
99	-10400000	USD	14	10	-1.11	USD
99	-10400000	USD	14	1	0.53	EUR
99	-10400000	USD	14	2	0.55	EUR
99	-10400000	USD	14	3	0.7	EUR
99	-10400000	USD	14	4	0.74	EUR
99	-10400000	USD	14	5	0.88	EUR
99	-10400000	USD	14	6	0.15	EUR
99	-10400000	USD	14	7	1.13	EUR
99	-10400000	USD	14	8	1.35	EUR
99	-10400000	USD	14	9	1.57	EUR
99	-10400000	USD	14	10	1.74	EUR
100	-45700000	EUR	15	1	0.28	USD
100	-45700000	EUR	15	2	0.13	USD
100	-45700000	EUR	15	3	0.02	USD
100	-45700000	EUR	15	4	-0.19	USD
100	-45700000	EUR	15	5	-0.38	USD
100	-45700000	EUR	15	6	-0.52	USD
100	-45700000	EUR	15	7	-0.69	USD
100	-45700000	EUR	15	8	-0.8	USD
100	-45700000	EUR	15	9	-0.93	USD
100	-45700000	EUR	15	10	-1.11	USD
100	-45700000	EUR	15	1	0.53	EUR
100	-45700000	EUR	15	2	0.55	EUR
100	-45700000	EUR	15	3	0.7	EUR
100	-45700000	EUR	15	4	0.74	EUR
100	-45700000	EUR	15	5	0.88	EUR
100	-45700000	EUR	15	6	0.15	EUR
100	-45700000	EUR	15	7	1.13	EUR
100	-45700000	EUR	15	8	1.35	EUR
100	-45700000	EUR	15	9	1.57	EUR
100	-45700000	EUR	15	10	1.74	EUR
101	20500000	EUR	13	1	0.28	USD
101	20500000	EUR	13	2	0.13	USD
101	20500000	EUR	13	3	0.02	USD
101	20500000	EUR	13	4	-0.19	USD
101	20500000	EUR	13	5	-0.38	USD
101	20500000	EUR	13	6	-0.52	USD
101	20500000	EUR	13	7	-0.69	USD
101	20500000	EUR	13	8	-0.8	USD
101	20500000	EUR	13	9	-0.93	USD
101	20500000	EUR	13	10	-1.11	USD
101	20500000	EUR	13	1	0.53	EUR
101	20500000	EUR	13	2	0.55	EUR
101	20500000	EUR	13	3	0.7	EUR
101	20500000	EUR	13	4	0.74	EUR
101	20500000	EUR	13	5	0.88	EUR
101	20500000	EUR	13	6	0.15	EUR
101	20500000	EUR	13	7	1.13	EUR
101	20500000	EUR	13	8	1.35	EUR
101	20500000	EUR	13	9	1.57	EUR
101	20500000	EUR	13	10	1.74	EUR
102	-500000	EUR	12	1	0.28	USD
102	-500000	EUR	12	2	0.13	USD
102	-500000	EUR	12	3	0.02	USD
102	-500000	EUR	12	4	-0.19	USD
102	-500000	EUR	12	5	-0.38	USD
102	-500000	EUR	12	6	-0.52	USD
102	-500000	EUR	12	7	-0.69	USD
102	-500000	EUR	12	8	-0.8	USD
102	-500000	EUR	12	9	-0.93	USD
102	-500000	EUR	12	10	-1.11	USD
102	-500000	EUR	12	1	0.53	EUR
102	-500000	EUR	12	2	0.55	EUR
102	-500000	EUR	12	3	0.7	EUR
102	-500000	EUR	12	4	0.74	EUR
102	-500000	EUR	12	5	0.88	EUR
102	-500000	EUR	12	6	0.15	EUR
102	-500000	EUR	12	7	1.13	EUR
102	-500000	EUR	12	8	1.35	EUR
102	-500000	EUR	12	9	1.57	EUR
102	-500000	EUR	12	10	1.74	EUR
103	-45500000	USD	13	1	0.28	USD
103	-45500000	USD	13	2	0.13	USD
103	-45500000	USD	13	3	0.02	USD
103	-45500000	USD	13	4	-0.19	USD
103	-45500000	USD	13	5	-0.38	USD
103	-45500000	USD	13	6	-0.52	USD
103	-45500000	USD	13	7	-0.69	USD
103	-45500000	USD	13	8	-0.8	USD
103	-45500000	USD	13	9	-0.93	USD
103	-45500000	USD	13	10	-1.11	USD
103	-45500000	USD	13	1	0.53	EUR
103	-45500000	USD	13	2	0.55	EUR
103	-45500000	USD	13	3	0.7	EUR
103	-45500000	USD	13	4	0.74	EUR
103	-45500000	USD	13	5	0.88	EUR
103	-45500000	USD	13	6	0.15	EUR
103	-45500000	USD	13	7	1.13	EUR
103	-45500000	USD	13	8	1.35	EUR
103	-45500000	USD	13	9	1.57	EUR
103	-45500000	USD	13	10	1.74	EUR
104	21800000	EUR	12	1	0.28	USD
104	21800000	EUR	12	2	0.13	USD
104	21800000	EUR	12	3	0.02	USD
104	21800000	EUR	12	4	-0.19	USD
104	21800000	EUR	12	5	-0.38	USD
104	21800000	EUR	12	6	-0.52	USD
104	21800000	EUR	12	7	-0.69	USD
104	21800000	EUR	12	8	-0.8	USD
104	21800000	EUR	12	9	-0.93	USD
104	21800000	EUR	12	10	-1.11	USD
104	21800000	EUR	12	1	0.53	EUR
104	21800000	EUR	12	2	0.55	EUR
104	21800000	EUR	12	3	0.7	EUR
104	21800000	EUR	12	4	0.74	EUR
104	21800000	EUR	12	5	0.88	EUR
104	21800000	EUR	12	6	0.15	EUR
104	21800000	EUR	12	7	1.13	EUR
104	21800000	EUR	12	8	1.35	EUR
104	21800000	EUR	12	9	1.57	EUR
104	21800000	EUR	12	10	1.74	EUR
105	44400000	USD	9	1	0.28	USD
105	44400000	USD	9	2	0.13	USD
105	44400000	USD	9	3	0.02	USD
105	44400000	USD	9	4	-0.19	USD
105	44400000	USD	9	5	-0.38	USD
105	44400000	USD	9	6	-0.52	USD
105	44400000	USD	9	7	-0.69	USD
105	44400000	USD	9	8	-0.8	USD
105	44400000	USD	9	9	-0.93	USD
105	44400000	USD	9	10	-1.11	USD
105	44400000	USD	9	1	0.53	EUR
105	44400000	USD	9	2	0.55	EUR
105	44400000	USD	9	3	0.7	EUR
105	44400000	USD	9	4	0.74	EUR
105	44400000	USD	9	5	0.88	EUR
105	44400000	USD	9	6	0.15	EUR
105	44400000	USD	9	7	1.13	EUR
105	44400000	USD	9	8	1.35	EUR
105	44400000	USD	9	9	1.57	EUR
105	44400000	USD	9	10	1.74	EUR
106	10100000	EUR	10	1	0.28	USD
106	10100000	EUR	10	2	0.13	USD
106	10100000	EUR	10	3	0.02	USD
106	10100000	EUR	10	4	-0.19	USD
106	10100000	EUR	10	5	-0.38	USD
106	10100000	EUR	10	6	-0.52	USD
106	10100000	EUR	10	7	-0.69	USD
106	10100000	EUR	10	8	-0.8	USD
106	10100000	EUR	10	9	-0.93	USD
106	10100000	EUR	10	10	-1.11	USD
106	10100000	EUR	10	1	0.53	EUR
106	10100000	EUR	10	2	0.55	EUR
106	10100000	EUR	10	3	0.7	EUR
106	10100000	EUR	10	4	0.74	EUR
106	10100000	EUR	10	5	0.88	EUR
106	10100000	EUR	10	6	0.15	EUR
106	10100000	EUR	10	7	1.13	EUR
106	10100000	EUR	10	8	1.35	EUR
106	10100000	EUR	10	9	1.57	EUR
106	10100000	EUR	10	10	1.74	EUR
107	-38200000	USD	12	1	0.28	USD
107	-38200000	USD	12	2	0.13	USD
107	-38200000	USD	12	3	0.02	USD
107	-38200000	USD	12	4	-0.19	USD
107	-38200000	USD	12	5	-0.38	USD
107	-38200000	USD	12	6	-0.52	USD
107	-38200000	USD	12	7	-0.69	USD
107	-38200000	USD	12	8	-0.8	USD
107	-38200000	USD	12	9	-0.93	USD
107	-38200000	USD	12	10	-1.11	USD
107	-38200000	USD	12	1	0.53	EUR
107	-38200000	USD	12	2	0.55	EUR
107	-38200000	USD	12	3	0.7	EUR
107	-38200000	USD	12	4	0.74	EUR
107	-38200000	USD	12	5	0.88	EUR
107	-38200000	USD	12	6	0.15	EUR
107	-38200000	USD	12	7	1.13	EUR
107	-38200000	USD	12	8	1.35	EUR
107	-38200000	USD	12	9	1.57	EUR
107	-38200000	USD	12	10	1.74	EUR
108	-13000000	EUR	15	1	0.28	USD
108	-13000000	EUR	15	2	0.13	USD
108	-13000000	EUR	15	3	0.02	USD
108	-13000000	EUR	15	4	-0.19	USD
108	-13000000	EUR	15	5	-0.38	USD
108	-13000000	EUR	15	6	-0.52	USD
108	-13000000	EUR	15	7	-0.69	USD
108	-13000000	EUR	15	8	-0.8	USD
108	-13000000	EUR	15	9	-0.93	USD
108	-13000000	EUR	15	10	-1.11	USD
108	-13000000	EUR	15	1	0.53	EUR
108	-13000000	EUR	15	2	0.55	EUR
108	-13000000	EUR	15	3	0.7	EUR
108	-13000000	EUR	15	4	0.74	EUR
108	-13000000	EUR	15	5	0.88	EUR
108	-13000000	EUR	15	6	0.15	EUR
108	-13000000	EUR	15	7	1.13	EUR
108	-13000000	EUR	15	8	1.35	EUR
108	-13000000	EUR	15	9	1.57	EUR
108	-13000000	EUR	15	10	1.74	EUR
109	-35400000	EUR	12	1	0.28	USD
109	-35400000	EUR	12	2	0.13	USD
109	-35400000	EUR	12	3	0.02	USD
109	-35400000	EUR	12	4	-0.19	USD
109	-35400000	EUR	12	5	-0.38	USD
109	-35400000	EUR	12	6	-0.52	USD
109	-35400000	EUR	12	7	-0.69	USD
109	-35400000	EUR	12	8	-0.8	USD
109	-35400000	EUR	12	9	-0.93	USD
109	-35400000	EUR	12	10	-1.11	USD
109	-35400000	EUR	12	1	0.53	EUR
109	-35400000	EUR	12	2	0.55	EUR
109	-35400000	EUR	12	3	0.7	EUR
109	-35400000	EUR	12	4	0.74	EUR
109	-35400000	EUR	12	5	0.88	EUR
109	-35400000	EUR	12	6	0.15	EUR
109	-35400000	EUR	12	7	1.13	EUR
109	-35400000	EUR	12	8	1.35	EUR
109	-35400000	EUR	12	9	1.57	EUR
109	-35400000	EUR	12	10	1.74	EUR
110	34500000	USD	10	1	0.28	USD
110	34500000	USD	10	2	0.13	USD
110	34500000	USD	10	3	0.02	USD
110	34500000	USD	10	4	-0.19	USD
110	34500000	USD	10	5	-0.38	USD
110	34500000	USD	10	6	-0.52	USD
110	34500000	USD	10	7	-0.69	USD
110	34500000	USD	10	8	-0.8	USD
110	34500000	USD	10	9	-0.93	USD
110	34500000	USD	10	10	-1.11	USD
110	34500000	USD	10	1	0.53	EUR
110	34500000	USD	10	2	0.55	EUR
110	34500000	USD	10	3	0.7	EUR
110	34500000	USD	10	4	0.74	EUR
110	34500000	USD	10	5	0.88	EUR
110	34500000	USD	10	6	0.15	EUR
110	34500000	USD	10	7	1.13	EUR
110	34500000	USD	10	8	1.35	EUR
110	34500000	USD	10	9	1.57	EUR
110	34500000	USD	10	10	1.74	EUR
111	-16500000	EUR	14	1	0.28	USD
111	-16500000	EUR	14	2	0.13	USD
111	-16500000	EUR	14	3	0.02	USD
111	-16500000	EUR	14	4	-0.19	USD
111	-16500000	EUR	14	5	-0.38	USD
111	-16500000	EUR	14	6	-0.52	USD
111	-16500000	EUR	14	7	-0.69	USD
111	-16500000	EUR	14	8	-0.8	USD
111	-16500000	EUR	14	9	-0.93	USD
111	-16500000	EUR	14	10	-1.11	USD
111	-16500000	EUR	14	1	0.53	EUR
111	-16500000	EUR	14	2	0.55	EUR
111	-16500000	EUR	14	3	0.7	EUR
111	-16500000	EUR	14	4	0.74	EUR
111	-16500000	EUR	14	5	0.88	EUR
111	-16500000	EUR	14	6	0.15	EUR
111	-16500000	EUR	14	7	1.13	EUR
111	-16500000	EUR	14	8	1.35	EUR
111	-16500000	EUR	14	9	1.57	EUR
111	-16500000	EUR	14	10	1.74	EUR
112	-40300000	EUR	16	1	0.28	USD
112	-40300000	EUR	16	2	0.13	USD
112	-40300000	EUR	16	3	0.02	USD
112	-40300000	EUR	16	4	-0.19	USD
112	-40300000	EUR	16	5	-0.38	USD
112	-40300000	EUR	16	6	-0.52	USD
112	-40300000	EUR	16	7	-0.69	USD
112	-40300000	EUR	16	8	-0.8	USD
112	-40300000	EUR	16	9	-0.93	USD
112	-40300000	EUR	16	10	-1.11	USD
112	-40300000	EUR	16	1	0.53	EUR
112	-40300000	EUR	16	2	0.55	EUR
112	-40300000	EUR	16	3	0.7	EUR
112	-40300000	EUR	16	4	0.74	EUR
112	-40300000	EUR	16	5	0.88	EUR
112	-40300000	EUR	16	6	0.15	EUR
112	-40300000	EUR	16	7	1.13	EUR
112	-40300000	EUR	16	8	1.35	EUR
112	-40300000	EUR	16	9	1.57	EUR
112	-40300000	EUR	16	10	1.74	EUR
113	-8300000	EUR	15	1	0.28	USD
113	-8300000	EUR	15	2	0.13	USD
113	-8300000	EUR	15	3	0.02	USD
113	-8300000	EUR	15	4	-0.19	USD
113	-8300000	EUR	15	5	-0.38	USD
113	-8300000	EUR	15	6	-0.52	USD
113	-8300000	EUR	15	7	-0.69	USD
113	-8300000	EUR	15	8	-0.8	USD
113	-8300000	EUR	15	9	-0.93	USD
113	-8300000	EUR	15	10	-1.11	USD
113	-8300000	EUR	15	1	0.53	EUR
113	-8300000	EUR	15	2	0.55	EUR
113	-8300000	EUR	15	3	0.7	EUR
113	-8300000	EUR	15	4	0.74	EUR
113	-8300000	EUR	15	5	0.88	EUR
113	-8300000	EUR	15	6	0.15	EUR
113	-8300000	EUR	15	7	1.13	EUR
113	-8300000	EUR	15	8	1.35	EUR
113	-8300000	EUR	15	9	1.57	EUR
113	-8300000	EUR	15	10	1.74	EUR
114	-33600000	EUR	13	1	0.28	USD
114	-33600000	EUR	13	2	0.13	USD
114	-33600000	EUR	13	3	0.02	USD
114	-33600000	EUR	13	4	-0.19	USD
114	-33600000	EUR	13	5	-0.38	USD
114	-33600000	EUR	13	6	-0.52	USD
114	-33600000	EUR	13	7	-0.69	USD
114	-33600000	EUR	13	8	-0.8	USD
114	-33600000	EUR	13	9	-0.93	USD
114	-33600000	EUR	13	10	-1.11	USD
114	-33600000	EUR	13	1	0.53	EUR
114	-33600000	EUR	13	2	0.55	EUR
114	-33600000	EUR	13	3	0.7	EUR
114	-33600000	EUR	13	4	0.74	EUR
114	-33600000	EUR	13	5	0.88	EUR
114	-33600000	EUR	13	6	0.15	EUR
114	-33600000	EUR	13	7	1.13	EUR
114	-33600000	EUR	13	8	1.35	EUR
114	-33600000	EUR	13	9	1.57	EUR
114	-33600000	EUR	13	10	1.74	EUR
115	-26600000	USD	9	1	0.28	USD
115	-26600000	USD	9	2	0.13	USD
115	-26600000	USD	9	3	0.02	USD
115	-26600000	USD	9	4	-0.19	USD
115	-26600000	USD	9	5	-0.38	USD
115	-26600000	USD	9	6	-0.52	USD
115	-26600000	USD	9	7	-0.69	USD
115	-26600000	USD	9	8	-0.8	USD
115	-26600000	USD	9	9	-0.93	USD
115	-26600000	USD	9	10	-1.11	USD
115	-26600000	USD	9	1	0.53	EUR
115	-26600000	USD	9	2	0.55	EUR
115	-26600000	USD	9	3	0.7	EUR
115	-26600000	USD	9	4	0.74	EUR
115	-26600000	USD	9	5	0.88	EUR
115	-26600000	USD	9	6	0.15	EUR
115	-26600000	USD	9	7	1.13	EUR
115	-26600000	USD	9	8	1.35	EUR
115	-26600000	USD	9	9	1.57	EUR
115	-26600000	USD	9	10	1.74	EUR
116	24400000	USD	9	1	0.28	USD
116	24400000	USD	9	2	0.13	USD
116	24400000	USD	9	3	0.02	USD
116	24400000	USD	9	4	-0.19	USD
116	24400000	USD	9	5	-0.38	USD
116	24400000	USD	9	6	-0.52	USD
116	24400000	USD	9	7	-0.69	USD
116	24400000	USD	9	8	-0.8	USD
116	24400000	USD	9	9	-0.93	USD
116	24400000	USD	9	10	-1.11	USD
116	24400000	USD	9	1	0.53	EUR
116	24400000	USD	9	2	0.55	EUR
116	24400000	USD	9	3	0.7	EUR
116	24400000	USD	9	4	0.74	EUR
116	24400000	USD	9	5	0.88	EUR
116	24400000	USD	9	6	0.15	EUR
116	24400000	USD	9	7	1.13	EUR
116	24400000	USD	9	8	1.35	EUR
116	24400000	USD	9	9	1.57	EUR
116	24400000	USD	9	10	1.74	EUR
117	39600000	USD	15	1	0.28	USD
117	39600000	USD	15	2	0.13	USD
117	39600000	USD	15	3	0.02	USD
117	39600000	USD	15	4	-0.19	USD
117	39600000	USD	15	5	-0.38	USD
117	39600000	USD	15	6	-0.52	USD
117	39600000	USD	15	7	-0.69	USD
117	39600000	USD	15	8	-0.8	USD
117	39600000	USD	15	9	-0.93	USD
117	39600000	USD	15	10	-1.11	USD
117	39600000	USD	15	1	0.53	EUR
117	39600000	USD	15	2	0.55	EUR
117	39600000	USD	15	3	0.7	EUR
117	39600000	USD	15	4	0.74	EUR
117	39600000	USD	15	5	0.88	EUR
117	39600000	USD	15	6	0.15	EUR
117	39600000	USD	15	7	1.13	EUR
117	39600000	USD	15	8	1.35	EUR
117	39600000	USD	15	9	1.57	EUR
117	39600000	USD	15	10	1.74	EUR
118	-42200000	USD	11	1	0.28	USD
118	-42200000	USD	11	2	0.13	USD
118	-42200000	USD	11	3	0.02	USD
118	-42200000	USD	11	4	-0.19	USD
118	-42200000	USD	11	5	-0.38	USD
118	-42200000	USD	11	6	-0.52	USD
118	-42200000	USD	11	7	-0.69	USD
118	-42200000	USD	11	8	-0.8	USD
118	-42200000	USD	11	9	-0.93	USD
118	-42200000	USD	11	10	-1.11	USD
118	-42200000	USD	11	1	0.53	EUR
118	-42200000	USD	11	2	0.55	EUR
118	-42200000	USD	11	3	0.7	EUR
118	-42200000	USD	11	4	0.74	EUR
118	-42200000	USD	11	5	0.88	EUR
118	-42200000	USD	11	6	0.15	EUR
118	-42200000	USD	11	7	1.13	EUR
118	-42200000	USD	11	8	1.35	EUR
118	-42200000	USD	11	9	1.57	EUR
118	-42200000	USD	11	10	1.74	EUR
119	-21800000	USD	13	1	0.28	USD
119	-21800000	USD	13	2	0.13	USD
119	-21800000	USD	13	3	0.02	USD
119	-21800000	USD	13	4	-0.19	USD
119	-21800000	USD	13	5	-0.38	USD
119	-21800000	USD	13	6	-0.52	USD
119	-21800000	USD	13	7	-0.69	USD
119	-21800000	USD	13	8	-0.8	USD
119	-21800000	USD	13	9	-0.93	USD
119	-21800000	USD	13	10	-1.11	USD
119	-21800000	USD	13	1	0.53	EUR
119	-21800000	USD	13	2	0.55	EUR
119	-21800000	USD	13	3	0.7	EUR
119	-21800000	USD	13	4	0.74	EUR
119	-21800000	USD	13	5	0.88	EUR
119	-21800000	USD	13	6	0.15	EUR
119	-21800000	USD	13	7	1.13	EUR
119	-21800000	USD	13	8	1.35	EUR
119	-21800000	USD	13	9	1.57	EUR
119	-21800000	USD	13	10	1.74	EUR
120	-2600000	EUR	8	1	0.28	USD
120	-2600000	EUR	8	2	0.13	USD
120	-2600000	EUR	8	3	0.02	USD
120	-2600000	EUR	8	4	-0.19	USD
120	-2600000	EUR	8	5	-0.38	USD
120	-2600000	EUR	8	6	-0.52	USD
120	-2600000	EUR	8	7	-0.69	USD
120	-2600000	EUR	8	8	-0.8	USD
120	-2600000	EUR	8	9	-0.93	USD
120	-2600000	EUR	8	10	-1.11	USD
120	-2600000	EUR	8	1	0.53	EUR
120	-2600000	EUR	8	2	0.55	EUR
120	-2600000	EUR	8	3	0.7	EUR
120	-2600000	EUR	8	4	0.74	EUR
120	-2600000	EUR	8	5	0.88	EUR
120	-2600000	EUR	8	6	0.15	EUR
120	-2600000	EUR	8	7	1.13	EUR
120	-2600000	EUR	8	8	1.35	EUR
120	-2600000	EUR	8	9	1.57	EUR
120	-2600000	EUR	8	10	1.74	EUR
121	700000	EUR	15	1	0.28	USD
121	700000	EUR	15	2	0.13	USD
121	700000	EUR	15	3	0.02	USD
121	700000	EUR	15	4	-0.19	USD
121	700000	EUR	15	5	-0.38	USD
121	700000	EUR	15	6	-0.52	USD
121	700000	EUR	15	7	-0.69	USD
121	700000	EUR	15	8	-0.8	USD
121	700000	EUR	15	9	-0.93	USD
121	700000	EUR	15	10	-1.11	USD
121	700000	EUR	15	1	0.53	EUR
121	700000	EUR	15	2	0.55	EUR
121	700000	EUR	15	3	0.7	EUR
121	700000	EUR	15	4	0.74	EUR
121	700000	EUR	15	5	0.88	EUR
121	700000	EUR	15	6	0.15	EUR
121	700000	EUR	15	7	1.13	EUR
121	700000	EUR	15	8	1.35	EUR
121	700000	EUR	15	9	1.57	EUR
121	700000	EUR	15	10	1.74	EUR
122	9600000	EUR	11	1	0.28	USD
122	9600000	EUR	11	2	0.13	USD
122	9600000	EUR	11	3	0.02	USD
122	9600000	EUR	11	4	-0.19	USD
122	9600000	EUR	11	5	-0.38	USD
122	9600000	EUR	11	6	-0.52	USD
122	9600000	EUR	11	7	-0.69	USD
122	9600000	EUR	11	8	-0.8	USD
122	9600000	EUR	11	9	-0.93	USD
122	9600000	EUR	11	10	-1.11	USD
122	9600000	EUR	11	1	0.53	EUR
122	9600000	EUR	11	2	0.55	EUR
122	9600000	EUR	11	3	0.7	EUR
122	9600000	EUR	11	4	0.74	EUR
122	9600000	EUR	11	5	0.88	EUR
122	9600000	EUR	11	6	0.15	EUR
122	9600000	EUR	11	7	1.13	EUR
122	9600000	EUR	11	8	1.35	EUR
122	9600000	EUR	11	9	1.57	EUR
122	9600000	EUR	11	10	1.74	EUR
123	9300000	USD	12	1	0.28	USD
123	9300000	USD	12	2	0.13	USD
123	9300000	USD	12	3	0.02	USD
123	9300000	USD	12	4	-0.19	USD
123	9300000	USD	12	5	-0.38	USD
123	9300000	USD	12	6	-0.52	USD
123	9300000	USD	12	7	-0.69	USD
123	9300000	USD	12	8	-0.8	USD
123	9300000	USD	12	9	-0.93	USD
123	9300000	USD	12	10	-1.11	USD
123	9300000	USD	12	1	0.53	EUR
123	9300000	USD	12	2	0.55	EUR
123	9300000	USD	12	3	0.7	EUR
123	9300000	USD	12	4	0.74	EUR
123	9300000	USD	12	5	0.88	EUR
123	9300000	USD	12	6	0.15	EUR
123	9300000	USD	12	7	1.13	EUR
123	9300000	USD	12	8	1.35	EUR
123	9300000	USD	12	9	1.57	EUR
123	9300000	USD	12	10	1.74	EUR
124	20400000	USD	12	1	0.28	USD
124	20400000	USD	12	2	0.13	USD
124	20400000	USD	12	3	0.02	USD
124	20400000	USD	12	4	-0.19	USD
124	20400000	USD	12	5	-0.38	USD
124	20400000	USD	12	6	-0.52	USD
124	20400000	USD	12	7	-0.69	USD
124	20400000	USD	12	8	-0.8	USD
124	20400000	USD	12	9	-0.93	USD
124	20400000	USD	12	10	-1.11	USD
124	20400000	USD	12	1	0.53	EUR
124	20400000	USD	12	2	0.55	EUR
124	20400000	USD	12	3	0.7	EUR
124	20400000	USD	12	4	0.74	EUR
124	20400000	USD	12	5	0.88	EUR
124	20400000	USD	12	6	0.15	EUR
124	20400000	USD	12	7	1.13	EUR
124	20400000	USD	12	8	1.35	EUR
124	20400000	USD	12	9	1.57	EUR
124	20400000	USD	12	10	1.74	EUR
125	-18200000	EUR	14	1	0.28	USD
125	-18200000	EUR	14	2	0.13	USD
125	-18200000	EUR	14	3	0.02	USD
125	-18200000	EUR	14	4	-0.19	USD
125	-18200000	EUR	14	5	-0.38	USD
125	-18200000	EUR	14	6	-0.52	USD
125	-18200000	EUR	14	7	-0.69	USD
125	-18200000	EUR	14	8	-0.8	USD
125	-18200000	EUR	14	9	-0.93	USD
125	-18200000	EUR	14	10	-1.11	USD
125	-18200000	EUR	14	1	0.53	EUR
125	-18200000	EUR	14	2	0.55	EUR
125	-18200000	EUR	14	3	0.7	EUR
125	-18200000	EUR	14	4	0.74	EUR
125	-18200000	EUR	14	5	0.88	EUR
125	-18200000	EUR	14	6	0.15	EUR
125	-18200000	EUR	14	7	1.13	EUR
125	-18200000	EUR	14	8	1.35	EUR
125	-18200000	EUR	14	9	1.57	EUR
125	-18200000	EUR	14	10	1.74	EUR
126	44100000	EUR	10	1	0.28	USD
126	44100000	EUR	10	2	0.13	USD
126	44100000	EUR	10	3	0.02	USD
126	44100000	EUR	10	4	-0.19	USD
126	44100000	EUR	10	5	-0.38	USD
126	44100000	EUR	10	6	-0.52	USD
126	44100000	EUR	10	7	-0.69	USD
126	44100000	EUR	10	8	-0.8	USD
126	44100000	EUR	10	9	-0.93	USD
126	44100000	EUR	10	10	-1.11	USD
126	44100000	EUR	10	1	0.53	EUR
126	44100000	EUR	10	2	0.55	EUR
126	44100000	EUR	10	3	0.7	EUR
126	44100000	EUR	10	4	0.74	EUR
126	44100000	EUR	10	5	0.88	EUR
126	44100000	EUR	10	6	0.15	EUR
126	44100000	EUR	10	7	1.13	EUR
126	44100000	EUR	10	8	1.35	EUR
126	44100000	EUR	10	9	1.57	EUR
126	44100000	EUR	10	10	1.74	EUR
127	46600000	EUR	14	1	0.28	USD
127	46600000	EUR	14	2	0.13	USD
127	46600000	EUR	14	3	0.02	USD
127	46600000	EUR	14	4	-0.19	USD
127	46600000	EUR	14	5	-0.38	USD
127	46600000	EUR	14	6	-0.52	USD
127	46600000	EUR	14	7	-0.69	USD
127	46600000	EUR	14	8	-0.8	USD
127	46600000	EUR	14	9	-0.93	USD
127	46600000	EUR	14	10	-1.11	USD
127	46600000	EUR	14	1	0.53	EUR
127	46600000	EUR	14	2	0.55	EUR
127	46600000	EUR	14	3	0.7	EUR
127	46600000	EUR	14	4	0.74	EUR
127	46600000	EUR	14	5	0.88	EUR
127	46600000	EUR	14	6	0.15	EUR
127	46600000	EUR	14	7	1.13	EUR
127	46600000	EUR	14	8	1.35	EUR
127	46600000	EUR	14	9	1.57	EUR
127	46600000	EUR	14	10	1.74	EUR
128	1300000	EUR	11	1	0.28	USD
128	1300000	EUR	11	2	0.13	USD
